
06/06/2015,08 13 18 27 43 15,4
06/03/2015,06 08 13 37 40 11,2
05/30/2015,08 09 25 56 57 22,2
05/27/2015,08 15 34 53 59 23,2
05/23/2015,09 15 17 31 43 16,4
05/20/2015,01 12 28 35 44 25,3
05/16/2015,24 29 38 48 52 32,2
05/13/2015,01 25 29 31 47 07,3
05/09/2015,04 15 17 35 58 17,3
05/06/2015,23 24 27 39 41 30,5
05/02/2015,02 06 11 30 31 33,3
04/29/2015,01 26 34 38 51 06,3
04/25/2015,21 33 35 38 45 12,2
04/22/2015,10 14 25 39 53 18,2
04/18/2015,13 22 23 29 31 17,3
04/15/2015,01 16 21 29 40 30,3
04/11/2015,01 12 32 42 58 12,2
04/08/2015,01 19 45 46 58 29,2
04/04/2015,33 39 40 41 54 28,3
04/01/2015,02 30 33 39 44 01,3
03/28/2015,02 04 06 12 38 17,3
03/25/2015,07 19 23 50 54 14,2
03/21/2015,11 16 30 38 42 07,4
03/18/2015,14 25 30 33 47 08,2
03/14/2015,08 14 39 46 47 18,2
03/11/2015,11 24 31 40 44 27,2
03/07/2015,34 36 38 42 50 33,4
03/04/2015,08 12 15 35 50 32,2
02/28/2015,11 17 25 28 46 12,2
02/25/2015,17 19 21 32 39 08,3
02/21/2015,10 14 18 34 51 26,2
02/18/2015,01 09 29 32 49 22,2
02/14/2015,01 24 44 45 51 28,2
02/11/2015,11 13 25 39 54 19,3
02/07/2015,05 10 21 34 58 33,5
02/04/2015,24 36 51 52 56 22,2
01/31/2015,05 11 16 26 50 34,2
01/28/2015,12 24 35 36 49 01,5
01/24/2015,16 19 20 29 33 10,2
01/21/2015,11 12 15 28 57 23,4
01/17/2015,15 16 23 27 36 09,2
01/14/2015,02 04 10 41 53 22,5
01/10/2015,02 09 19 28 29 19,5
01/07/2015,14 15 47 49 59 10,2
01/03/2015,04 18 43 46 55 25,3
12/31/2014,17 27 37 40 53 35,2
12/27/2014,07 10 11 14 36 15,2
12/24/2014,11 12 46 47 50 22,4
12/20/2014,14 15 19 31 56 05,5
12/17/2014,22 31 38 47 48 15,3
12/13/2014,05 13 28 43 55 33,3
12/10/2014,34 44 48 54 55 10,2
12/06/2014,12 15 22 43 49 14,2
12/03/2014,25 30 32 46 54 26,3
11/29/2014,13 24 30 42 48 27,2
11/26/2014,16 17 22 46 54 35,5
11/22/2014,23 49 53 54 57 35,2
11/19/2014,06 36 38 48 51 17,2
11/15/2014,13 16 33 35 51 28,2
11/12/2014,37 39 51 52 55 11,3
11/08/2014,09 19 33 38 54 15,3
11/05/2014,02 11 19 21 42 34,3
11/01/2014,01 03 13 25 38 17,2
10/29/2014,25 28 48 57 59 16,3
10/25/2014,06 10 51 54 57 12,2
10/22/2014,29 30 40 42 50 16,2
10/18/2014,20 26 27 36 54 19,2
10/15/2014,05 07 19 27 28 20,2
10/11/2014,10 19 37 38 39 28,2
10/08/2014,05 16 31 46 50 18,3
10/04/2014,13 18 24 25 33 31,2
10/01/2014,01 04 18 20 45 07,2
09/27/2014,02 11 35 52 54 13,3
09/24/2014,07 14 21 24 41 26,4
09/20/2014,22 23 30 37 39 16,4
09/17/2014,18 25 36 48 50 23,2
09/13/2014,01 06 16 37 53 27,3
09/10/2014,02 14 39 40 43 13,5
09/06/2014,09 29 31 43 50 18,2
09/03/2014,02 16 43 45 51 35,3
08/30/2014,05 28 31 52 59 27,2
08/27/2014,17 24 26 45 46 19,3
08/23/2014,28 32 35 36 52 31,3
08/20/2014,04 08 21 38 40 03,2
08/16/2014,07 08 17 48 59 09,2
08/13/2014,08 37 39 40 52 24,2
08/09/2014,03 12 31 34 51 24,2
08/06/2014,01 08 24 28 49 24,5
08/02/2014,12 26 44 46 47 29,2
07/30/2014,13 30 42 49 53 29,3
07/26/2014,24 28 30 38 39 16,2
07/23/2014,04 10 12 22 31 03,5
07/19/2014,10 17 25 45 53 09,2
07/16/2014,05 15 18 26 32 35,3
07/12/2014,02 03 07 23 51 26,2
07/09/2014,09 25 42 55 57 14,2
07/05/2014,24 34 36 57 58 11,4
07/02/2014,08 18 45 53 58 35,2
06/25/2014,10 20 25 50 53 35,4
06/21/2014,05 06 37 41 54 26,3
06/18/2014,06 09 29 52 59 07,3
06/14/2014,09 33 42 45 54 30,3
06/11/2014,14 18 25 33 49 23,5
06/07/2014,28 30 35 58 59 15,2
06/04/2014,01 07 10 22 49 24,3
05/31/2014,15 27 31 34 48 01,2
05/28/2014,02 24 28 32 59 25,3
05/24/2014,15 16 28 49 55 18,2
05/21/2014,04 20 34 39 58 31,5
05/17/2014,23 32 39 47 49 22,3
05/14/2014,07 33 39 52 55 33,3
05/10/2014,04 31 41 47 55 01,2
05/07/2014,17 29 31 48 49 34,2
05/03/2014,05 15 16 46 49 26,4
04/30/2014,02 09 11 19 50 32,3
04/26/2014,03 07 22 30 33 20,3
04/23/2014,19 25 29 36 48 12,4
04/19/2014,05 06 29 35 51 21,5
04/16/2014,34 39 42 44 59 08,3
04/12/2014,14 26 45 54 55 20,2
04/09/2014,09 14 44 48 49 29,2
04/05/2014,11 21 26 33 34 29,5
04/02/2014,08 13 19 22 53 24,2
03/29/2014,02 03 12 27 38 17,2
03/26/2014,28 33 41 44 59 21,2
03/22/2014,13 28 31 55 58 15,2
03/19/2014,02 19 23 34 43 14,2
03/15/2014,02 05 34 51 58 09,4
03/12/2014,14 15 28 37 54 10,2
03/08/2014,10 14 24 32 41 30,2
03/05/2014,03 07 09 26 54 19,2
03/01/2014,03 08 25 30 47 13,4
02/26/2014,11 12 17 38 42 02,2
02/22/2014,02 03 13 14 54 04,5
02/19/2014,01 17 35 49 54 34,3
02/15/2014,02 09 14 21 23 03,3
02/12/2014,36 44 49 52 57 01,2
02/08/2014,24 25 34 37 54 29,2
02/05/2014,08 17 32 57 59 24,3
02/01/2014,05 12 15 27 38 07,2
01/29/2014,11 23 28 32 47 20,2
01/25/2014,08 12 18 55 57 02,2
01/22/2014,01 02 07 09 55 29,3
01/14/2012,10 30 36 38 41 01,5
01/11/2012,05 19 29 45 47 25,2
01/07/2012,03 21 24 38 39 24,5
01/04/2012,21 35 46 47 50 02,4
12/31/2011,05 23 25 28 40 34,4
12/28/2011,16 21 27 41 45 14,2
12/24/2011,14 16 30 51 52 19,2
12/21/2011,10 13 15 31 54 18,5
12/17/2011,13 28 49 51 59 33,4
12/14/2011,02 24 46 52 56 19,5
12/10/2011,04 19 33 41 59 09,5
12/07/2011,03 14 20 39 40 37,2
12/03/2011,05 18 33 43 45 08,3
11/30/2011,02 06 34 35 47 22,2
11/26/2011,20 37 39 45 55 28,2
11/23/2011,04 30 35 57 59 25,2
11/19/2011,09 16 17 28 30 11,3
11/16/2011,13 22 25 39 51 28,2
11/12/2011,04 35 36 51 56 08,5
11/09/2011,05 35 57 58 59 12,3
11/05/2011,02 33 39 40 43 26,3
11/02/2011,12 14 34 39 46 36,4
10/29/2011,11 16 40 51 56 38,5
10/26/2011,01 18 21 39 55 06,3
10/22/2011,03 08 23 30 58 13,4
10/19/2011,16 26 35 52 58 02,5
10/15/2011,05 10 24 38 43 01,4
10/12/2011,10 12 23 43 47 18,3
10/08/2011,03 27 35 37 45 31,5
10/05/2011,07 20 43 46 54 17,4
10/01/2011,01 12 23 27 43 31,3
09/28/2011,30 41 50 51 53 08,2
09/24/2011,03 04 12 27 44 26,5
09/21/2011,12 47 48 52 55 13,4
09/17/2011,06 20 22 32 43 11,2
09/14/2011,16 41 42 50 59 05,3
09/10/2011,04 19 22 32 53 24,4
09/07/2011,03 05 18 27 54 13,4
09/03/2011,15 25 52 53 54 02,5
08/31/2011,13 19 35 47 57 29,5
08/27/2011,02 12 25 54 58 14,3
08/24/2011,09 13 47 49 53 39,5
08/20/2011,02 17 23 28 47 36,2
08/17/2011,18 28 31 48 52 37,4
08/13/2011,09 12 35 50 58 04,2
08/10/2011,11 18 36 41 46 38,4
08/06/2011,25 30 54 57 59 06,3
08/03/2011,13 19 21 28 49 11,2
07/30/2011,20 40 41 47 55 19,2
07/27/2011,38 40 41 51 59 33,2
07/23/2011,01 07 27 38 48 30,3
07/20/2011,01 04 38 40 42 17,4
07/16/2011,24 28 48 50 54 25,3
07/13/2011,08 18 19 32 54 08,4
07/09/2011,01 09 11 23 31 06,3
07/06/2011,11 15 24 50 55 08,2
07/02/2011,01 11 18 29 51 32,3
06/29/2011,24 30 45 57 59 26,3
06/25/2011,18 36 39 41 57 12,4
06/22/2011,12 15 19 46 59 12,4
06/18/2011,12 21 22 38 41 18,2
06/15/2011,19 20 38 41 43 29,4
06/11/2011,16 18 27 36 50 08,3
06/08/2011,14 37 44 45 53 29,5
06/04/2011,17 19 39 41 58 21,5
06/01/2011,08 18 38 46 56 31,4
05/28/2011,12 20 43 51 55 11,4
05/25/2011,04 23 31 42 50 23,2
05/21/2011,02 08 40 49 50 36,3
05/18/2011,07 12 13 42 49 16,4
05/14/2011,08 17 18 40 44 16,2
05/11/2011,09 17 32 43 45 31,3
05/07/2011,02 11 27 47 55 15,4
05/04/2011,03 15 27 29 41 24,4
04/30/2011,06 13 15 32 41 03,2
04/27/2011,04 24 40 44 55 05,2
04/23/2011,03 11 47 48 58 19,3
04/20/2011,09 24 34 36 43 27,3
04/16/2011,21 33 44 45 55 07,5
04/13/2011,04 23 39 49 50 39,3
04/09/2011,05 14 32 53 56 11,4
04/06/2011,10 18 41 55 56 15,2
04/02/2011,06 22 34 43 45 23,2
03/30/2011,19 20 42 56 58 37,4
03/26/2011,04 10 11 19 33 27,4
03/23/2011,05 15 26 28 32 09,2
03/19/2011,03 11 20 27 46 08,2
03/16/2011,28 39 40 48 53 09,3
03/12/2011,01 04 12 41 47 03,4
03/09/2011,12 20 28 40 48 08,2
03/05/2011,02 23 31 42 48 21,2
03/02/2011,07 31 50 51 58 06,2
02/26/2011,04 13 17 21 45 10,5
02/23/2011,29 32 36 39 49 29,3
02/19/2011,03 12 34 37 42 36,5
02/16/2011,09 13 21 23 48 24,2
02/12/2011,11 32 36 48 52 19,4
02/09/2011,07 11 39 42 51 30,4
02/05/2011,15 37 41 56 59 05,5
02/02/2011,03 14 33 53 57 36,4
01/29/2011,24 28 45 49 52 02,4
01/26/2011,04 05 36 47 58 06,3
01/22/2011,30 31 34 45 51 23,2
01/19/2011,22 36 51 56 59 32,3
01/15/2011,09 13 22 23 37 31,3
01/12/2011,19 21 23 40 48 27,4
01/08/2011,06 07 26 33 52 24,2
01/05/2011,22 26 32 38 40 07,5
01/01/2011,18 22 37 47 54 36,2
12/29/2010,03 16 18 20 37 30,2
12/25/2010,01 17 38 50 52 24,2
12/22/2010,11 33 44 46 47 12,2
12/18/2010,04 11 19 33 43 14,4
12/15/2010,10 11 18 32 45 18,5
12/11/2010,01 08 10 19 20 23,2
12/08/2010,08 11 25 41 58 16,4
12/04/2010,13 24 27 31 42 22,5
12/01/2010,05 10 11 12 20 02,3
11/27/2010,10 30 37 47 54 39,5
11/24/2010,08 20 21 32 37 04,3
11/20/2010,10 12 38 53 57 01,5
11/17/2010,14 16 53 54 59 05,3
11/13/2010,17 30 48 51 54 29,5
11/10/2010,05 08 11 40 44 10,4
11/06/2010,07 12 23 34 38 33,4
11/03/2010,34 38 39 45 50 33,2
10/30/2010,01 07 27 36 49 39,5
10/27/2010,20 24 25 53 59 15,5
10/23/2010,02 07 16 20 46 34,4
10/20/2010,07 17 20 39 59 17,3
10/16/2010,11 12 15 16 28 11,2
10/13/2010,12 22 32 34 46 02,4
10/09/2010,02 06 32 42 49 35,3
10/06/2010,14 26 37 41 46 24,5
10/02/2010,12 20 30 36 47 25,4
09/29/2010,13 44 51 52 55 30,4
09/25/2010,08 16 27 35 42 30,2
09/22/2010,10 24 36 52 55 15,5
09/18/2010,01 18 37 39 44 13,4
09/15/2010,07 20 21 34 43 34,5
09/11/2010,07 17 20 36 59 33,4
09/08/2010,10 35 39 51 57 20,5
09/04/2010,11 14 22 33 42 38,2
09/01/2010,17 20 21 40 51 19,3
08/28/2010,04 22 27 32 56 13,4
08/25/2010,16 17 29 31 36 23,3
08/21/2010,07 10 12 22 27 26,2
08/18/2010,04 32 33 47 55 39,3
08/14/2010,09 33 36 50 58 31,2
08/11/2010,07 10 22 23 52 29,2
08/07/2010,04 22 26 31 52 30,5
08/04/2010,19 28 30 37 53 36,4
07/31/2010,01 16 17 41 57 15,3
07/28/2010,01 11 20 25 27 02,5
07/24/2010,20 30 38 46 59 27,2
07/21/2010,16 22 30 51 58 25,3
07/17/2010,22 27 35 37 45 03,4
07/14/2010,20 21 23 38 42 06,3
07/10/2010,20 21 27 28 56 04,4
07/07/2010,10 41 44 48 56 04,2
07/03/2010,03 10 14 52 53 03,3
06/30/2010,06 38 43 47 48 27,5
06/26/2010,13 30 32 38 57 25,4
06/23/2010,11 30 45 47 48 10,3
06/19/2010,09 30 31 50 54 39,3
06/16/2010,08 11 18 29 36 06,5
06/12/2010,09 12 13 35 38 30,10
06/09/2010,14 22 27 32 49 05,4
06/05/2010,18 34 40 48 59 25,4
06/02/2010,04 09 14 39 43 38,4
05/29/2010,01 03 24 28 41 10,4
05/26/2010,01 06 10 13 20 32,4
05/22/2010,19 20 40 47 57 29,2
05/19/2010,02 07 29 55 58 27,3
05/15/2010,15 21 23 28 36 20,2
05/12/2010,37 51 52 53 58 38,2
05/08/2010,05 22 34 41 57 31,5
05/05/2010,13 34 40 47 57 11,4
05/01/2010,16 23 25 49 58 20,4
04/28/2010,12 22 25 28 44 24,4
04/24/2010,01 12 53 56 57 05,2
04/21/2010,11 34 41 49 55 20,2
04/17/2010,05 21 22 41 49 15,5
04/14/2010,06 14 32 38 52 20,3
04/10/2010,21 22 49 52 58 34,2
04/07/2010,04 36 40 44 52 33,2
04/03/2010,10 15 31 52 59 04,4
03/31/2010,05 13 17 45 54 12,5
03/27/2010,07 21 32 44 52 10,4
03/24/2010,14 20 24 39 49 07,3
03/20/2010,09 36 39 44 45 09,2
03/17/2010,24 26 45 48 55 08,2
03/13/2010,06 16 20 31 36 08,5
03/10/2010,17 21 37 41 50 01,2
03/06/2010,10 29 33 41 59 15,2
03/03/2010,07 09 14 45 49 23,4
02/27/2010,18 47 51 53 58 30,2
02/24/2010,04 17 35 50 57 12,2
02/20/2010,13 27 37 41 54 32,2
02/17/2010,07 08 19 26 36 15,3
02/13/2010,10 14 30 40 51 01,4
02/10/2010,05 08 29 37 38 34,5
02/06/2010,14 22 52 54 59 04,3
02/03/2010,17 22 36 37 52 24,2
